source,target,value,level
Visualization,Euclidean vector,20,2
Euclidean vector,Vector field,20,2
Texture mapping,Rendering (computer graphics),20,2
Measure (data warehouse),Visualization,20,2
Sensemaking,Analytics,20,2
Visualization,Automatic summarization,19,2
Cluster analysis,Graph,19,2
Tree (set theory),Node (physics),19,2
Domain (mathematical analysis),Context (archaeology),19,2
Visualization,Software,19,2
Visualization,Scalar field,19,2
Set (abstract data type),Variety (cybernetics),19,2
Tracing,Visualization,19,2
Visualization,Usability,18,2
Visualization,Probabilistic logic,18,2
Vortex,Flow (mathematics),18,2
Time series,Visualization,18,2
Graph,Node (physics),18,2
Voxel,Pattern recognition (psychology),18,2
Field (mathematics),Domain (mathematical analysis),18,2
Workflow,Analytics,18,2
Visualization,Interpretation (philosophy),18,2
Vector field,Topology (electrical circuits),18,2
Visualization,Enhanced Data Rates for GSM Evolution,18,2
Visualization,Salient,18,2
Animation,Rendering (computer graphics),18,2
Sensemaking,Visualization,18,2
Visualization,The Internet,18,2
Pattern recognition (psychology),Segmentation,18,2
Visualization,Population,18,2
Data analysis,Analytics,17,2
Usability,Analytics,17,2
Encoding (memory),Visualization,17,2
Vector field,Flow (mathematics),17,2
Visualization,Semantics (computer science),17,2
Visualization,Motion (physics),17,2
Scalability,Rendering (computer graphics),17,2
Point (geometry),Surface (topology),17,2
Feature extraction,Pattern recognition (psychology),17,2
Supercomputer,Visualization,16,2
Visualization,Simple (philosophy),16,2
Visualization,Scatter plot,16,2
Terrain,Visualization,16,2
Computation,Visualization,16,2
Visualization,Transparency (behavior),16,2
Field (mathematics),Set (abstract data type),16,2
Rendering (computer graphics),Pixel,16,2
Graphics,Software,16,2
Matching (statistics),Visualization,16,2
Visualization,External Data Representation,16,2
Process (computing),Feature (linguistics),16,2
Scalability,Set (abstract data type),16,2
Pipeline (software),Visualization,16,2
Visualization,Modular design,16,2
Scalar (mathematics),Vector field,15,2
Scalar (mathematics),Field (mathematics),15,2
Rendering (computer graphics),Polygon mesh,15,2
Visualization,Heuristics,15,2
Visualization,Spatial analysis,15,2
Visualization,Architecture,15,2
Usability,Domain (mathematical analysis),15,2
Tree (set theory),Context (archaeology),15,2
Curse of dimensionality,Dimensionality reduction,15,2
Vortex,Visualization,15,2
Pie chart,Bar chart,15,2
Visualization,Exploit,15,2
Visualization,Computational fluid dynamics,15,2
Tree traversal,Rendering (computer graphics),15,2
Visualization,Geospatial analysis,15,2
Feature extraction,Visualization,15,2
Sensemaking,Process (computing),15,2
Visualization,Metadata,15,2
Visualization,Multidimensional scaling,15,2
Pie chart,Visualization,15,2
Visualization,Series (stratigraphy),15,2
Chart,Bar chart,15,2
Tetrahedron,Polygon mesh,14,2
Visualization,Opacity,14,2
Field (mathematics),Tensor (intrinsic definition),14,2
Visualization,Merge (version control),14,2
Visualization,Finite element method,14,2
Rendering (computer graphics),Preprocessor,14,2
Frame (networking),Visualization,14,2
Scalability,Context (archaeology),14,2
Surface (topology),Curvature,14,2
Event (particle physics),Analytics,14,2
Animation,Computer graphics,14,2
Visualization,Visual reasoning,14,2
Rendering (computer graphics),Opacity,14,2
Scalar (mathematics),Rendering (computer graphics),14,2
Cluster analysis,Process (computing),14,2
Multivariate statistics,Pattern recognition (psychology),14,2
Tree (set theory),Set (abstract data type),14,2
Process (computing),Variety (cybernetics),14,2
Usability,Process (computing),14,2
Visualization,Function (biology),14,2
Set (abstract data type),Perception,14,2
Software,Process (computing),14,2
Task (project management),Variety (cybernetics),14,2
Coding (social sciences),Visualization,14,2
Polygon mesh,Data structure,14,2
Visualization,Geographic information system,14,2
Scale (ratio),Set (abstract data type),13,2
Visualization,Preprocessor,13,2
Contrast (vision),Visualization,13,2
Volume (thermodynamics),Process (computing),13,2
Graphics,Animation,13,2
Context (archaeology),Space (punctuation),13,2
Visualization,Suite,13,2
Visualization,Piecewise,13,2
Graphics,Volume (thermodynamics),13,2
Topological data analysis,Topology (electrical circuits),13,2
Pattern recognition (psychology),Perception,13,2
Graph,Set (abstract data type),13,2
Workflow,Domain (mathematical analysis),13,2
Cluster analysis,Analytics,13,2
Artificial neural network,Visualization,13,2
Process (computing),Data modeling,13,2
Rendering (computer graphics),Virtual reality,13,2
Visualization,Cognition,13,2
Multivariate statistics,Set (abstract data type),13,2
Visualization,Debugging,13,2
Image (mathematics),Visualization,13,2
Scatter plot,Plot (graphics),13,2
Process (computing),Space (punctuation),13,2
Pattern recognition (psychology),Outlier,13,2
Scalar (mathematics),Pattern recognition (psychology),13,2
Multidimensional data,Visualization,13,2
Visualization,"Streamlines, streaklines, and pathlines",13,2
Visualization,Eye tracking,13,2
Visualization,Network topology,13,2
Visualization,Path (computing),13,2
Visualization,Graphics,13,2
Visualization,Cluster (spacecraft),12,2
Texture mapping,Visualization,12,2
Time series,Series (stratigraphy),12,2
Visualization,Parametric statistics,12,2
Visualization,Anomaly detection,12,2
Variety (cybernetics),Analytics,12,2
Rendering (computer graphics),Segmentation,12,2
Visualization,Benchmark (surveying),12,2
Visualization,Annotation,12,2
User interface,Graphical user interface,12,2
"Streamlines, streaklines, and pathlines",Flow (mathematics),12,2
Process (computing),Construct (python library),12,2
Visualization,Readability,12,2
Visualization,Hierarchical database model,12,2
Field (mathematics),Context (archaeology),12,2
Visualization,Variable (mathematics),12,2
Topology (electrical circuits),Scalar field,12,2
Usability,Set (abstract data type),12,2
Volume (thermodynamics),Set (abstract data type),12,2
Domain (mathematical analysis),Focus (optics),12,2
Graphics,Workstation,12,2
Graph,Enhanced Data Rates for GSM Evolution,12,2
Visualization,Software deployment,12,2
Data analysis,Visualization,12,2
Volume (thermodynamics),Focus (optics),12,2
Tree (set theory),Hierarchy,12,2
Point (geometry),Context (archaeology),12,2
Process (computing),Rendering (computer graphics),12,2
Set (abstract data type),Hierarchy,12,2
Visualization,Java,12,2
Multivariate statistics,Multivariate analysis,12,2
Rendering (computer graphics),Set (abstract data type),12,2
Context (archaeology),Variety (cybernetics),12,2
Context (archaeology),Pattern recognition (psychology),12,2
Analytics,Social media,12,2
Rendering (computer graphics),Perception,12,2
Big data,Visualization,11,2
Visualization,Visibility,11,2
Principal component analysis,Visualization,11,2
Selection (genetic algorithm),Set (abstract data type),11,2
Visualization,Situation awareness,11,2
Graphics,Set (abstract data type),11,2
Point (geometry),Space (punctuation),11,2
Visualization,Search engine indexing,11,2
Pipeline (software),Process (computing),11,2
Data set,Pattern recognition (psychology),11,2
Volume (thermodynamics),Computer graphics,11,2
Visualization,Tracking (education),11,2
Visualization,Convolutional neural network,11,2
Principal component analysis,Pattern recognition (psychology),11,2
Visualization,Interpretability,11,2
Workflow,Set (abstract data type),11,2
Visualization,Metaphor,11,2
Visualization,Fluid dynamics,11,2
Topology (electrical circuits),Tensor (intrinsic definition),11,2
Polygon mesh,Topology (electrical circuits),11,2
Visualization,Temporal database,11,2
Scalability,Pattern recognition (psychology),11,2
Rendering (computer graphics),Volume (thermodynamics),11,2
Identification (biology),Analytics,11,2
Set (abstract data type),Space (punctuation),11,2
Polygon mesh,Surface (topology),11,2
Scale (ratio),Analytics,11,2
Field (mathematics),Euclidean vector,11,2
Sketch,Visualization,11,2
Terrain,Rendering (computer graphics),11,2
Visualization,Workflow,11,2
Graph,Analytics,11,2
Event (particle physics),Set (abstract data type),11,2
Field (mathematics),Flow (mathematics),10,2
Computation,Polygon mesh,10,2
Visualization,Resource (disambiguation),10,2
Vector field,Grid,10,2
Pattern recognition (psychology),Tensor (intrinsic definition),10,2
Visualization,Line (geometry),10,2
Surface (topology),Triangulation,10,2
Point (geometry),Point cloud,10,2
Projection (relational algebra),Pattern recognition (psychology),10,2
Field (mathematics),Analytics,10,2
Narrative,Visualization,10,2
Field (mathematics),Process (computing),10,2
Rendering (computer graphics),Interactivity,10,2
Data modeling,Analytics,10,2
Process (computing),Pattern recognition (psychology),10,2
Exploratory analysis,Visualization,10,2
Domain (mathematical analysis),Variety (cybernetics),10,2
Dimension (graph theory),Dimensionality reduction,10,2
Cluster analysis,Cluster (spacecraft),10,2
Context (archaeology),Perception,10,2
Tree traversal,Visualization,10,2
Visualization,Popularity,10,2
Pie chart,Chart,10,2
Projection (relational algebra),Rendering (computer graphics),10,2
Surface (topology),Set (abstract data type),10,2
Fluid dynamics,Flow (mathematics),10,2
Eigenvalues and eigenvectors,Tensor (intrinsic definition),10,2
Tracing,Ray tracing (physics),10,2
Visualization,Frame rate,10,2
Vector field,Rendering (computer graphics),10,2
Visualization,Generalization,10,2
Rendering (computer graphics),Focus (optics),10,2
Graph,Focus (optics),10,2
Visualization,Generality,10,2
Topology (electrical circuits),Flow (mathematics),10,2
Cluster analysis,Scalability,10,2
Scalability,Analytics,10,2
Scalar (mathematics),Computation,10,2
Feature (linguistics),Set (abstract data type),10,2
Pattern recognition (psychology),Dimensionality reduction,10,2
Software,Domain (mathematical analysis),10,2
Scalar (mathematics),Grid,10,2
Visualization,Curvature,10,2
Focus (optics),Analytics,10,2
Haptic technology,Visualization,10,2
Visualization,Raw data,10,2
Rendering (computer graphics),Data compression,10,2
Volume (thermodynamics),Context (archaeology),10,2
Bar (unit),Bar chart,10,2
Leverage (statistics),Analytics,10,2
Pipeline (software),Analytics,10,2
Task (project management),Perception,10,2
Set (abstract data type),Node (physics),10,2
Field (mathematics),Grid,9,2
Vortex,Vector field,9,2
Visualization,Bottleneck,9,2
Domain (mathematical analysis),Space (punctuation),9,2
Software,Computer graphics,9,2
Visualization,Medical imaging,9,2
Visualization,Dataflow,9,2
Strengths and weaknesses,Visualization,9,2
Intersection (aeronautics),Visualization,9,2
Relevance (law),Visualization,9,2
Visualization,Correlation,9,2
Visualization,Partition (number theory),9,2
Tracing,Rendering (computer graphics),9,2
Semantics (computer science),Set (abstract data type),9,2
Key (lock),Context (archaeology),9,2
Transfer function,Rendering (computer graphics),9,2
Visualization,Aggregate (composite),9,2
Deep learning,Convolutional neural network,9,2
Graphics,Process (computing),9,2
Visualization,Bar (unit),9,2
Visualization,Inference,9,2
Cluster analysis,Domain (mathematical analysis),9,2
Visualization,Overlay,9,2
Field (mathematics),Focus (optics),9,2
Visualization,Luminance,9,2
Usability,Context (archaeology),9,2
Scale (ratio),Scalability,9,2
Field (mathematics),Feature (linguistics),9,2
Data structure,Set (abstract data type),9,2
Scalability,Visualization,9,2
Visualization,Domain knowledge,9,2
Computational fluid dynamics,Flow (mathematics),9,2
Visualization,Scripting language,9,2
Manifold (fluid mechanics),Topology (electrical circuits),9,2
Deep learning,Process (computing),9,2
Block (permutation group theory),Visualization,9,2
Set (abstract data type),Construct (python library),9,2
Visualization,Rank (graph theory),9,2
USable,Visualization,9,2
Key (lock),Set (abstract data type),9,2
Graphics,Polygon mesh,9,2
Bayesian probability,Visualization,9,2
