Year,DOI,Title,Number of Authors,Author Position,Author Name,Author ID,Author Affiliation,One Affiliation
2000,10.1109/VISUAL.2000.885721,Anisotropic geometric diffusion in surface processing,3.0,2.0,U. Diewald,https://ieeexplore.ieee.org/author/37449648400,"Institute for Applied Mathematics, University of Bonn, Germany",True
2000,10.1109/VISUAL.2000.885721,Anisotropic geometric diffusion in surface processing,3.0,3.0,M. Rumpf,https://ieeexplore.ieee.org/author/37268036500,"Institute for Applied Mathematics, University of Bonn, Germany",True
1997,10.1109/INFVIS.1997.636792,The structure of the information visualization design space,2.0,1.0,S.K. Card,https://ieeexplore.ieee.org/author/37444594200,"Xerox-PARC, Palo Alto, CA, USA",True
1997,10.1109/INFVIS.1997.636792,The structure of the information visualization design space,2.0,2.0,J. Mackinlay,https://ieeexplore.ieee.org/author/37372036700,"Xerox-PARC, Palo Alto, CA, USA",True
1998,10.1109/VISUAL.1998.745314,Fast and memory efficient polygonal simplification,2.0,1.0,P. Lindstrom,https://ieeexplore.ieee.org/author/37269320000,"Georgia Institute of Technology, USA",True
1998,10.1109/VISUAL.1998.745314,Fast and memory efficient polygonal simplification,2.0,2.0,G. Turk,https://ieeexplore.ieee.org/author/37334922800,"Georgia Institute of Technology, USA",True
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,3.0,1.0,Fernanda B. Viegas,https://ieeexplore.ieee.org/author/37681355300,"IBM Research, USA",True
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,3.0,2.0,Martin Wattenberg,https://ieeexplore.ieee.org/author/37550759700,"IBM Research, USA",True
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,3.0,3.0,Jonathan Feinberg,https://ieeexplore.ieee.org/author/38102505300,"IBM Research, USA",True
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,3.0,1.0,M. Weber,https://ieeexplore.ieee.org/author/37088132395,"Crcp Technische Universität Darmstadt, Germany",True
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,3.0,2.0,M. Alexa,https://ieeexplore.ieee.org/author/37267466700,"Crcp Technische Universität Darmstadt, Germany",True
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,3.0,3.0,W. Muller,https://ieeexplore.ieee.org/author/37088131427,"Crcp Technische Universität Darmstadt, Germany",True
2007,10.1109/TVCG.2007.70535,A Taxonomy of Clutter Reduction for Information Visualisation,2.0,1.0,Geoffrey Ellis,https://ieeexplore.ieee.org/author/37283380700,"Lancaster University, USA",True
2007,10.1109/TVCG.2007.70535,A Taxonomy of Clutter Reduction for Information Visualisation,2.0,2.0,Alan Dix,https://ieeexplore.ieee.org/author/37283381700,"Lancaster University, USA",True
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,3.0,1.0,M. Ghoniem,https://ieeexplore.ieee.org/author/37085447628,"Ecole des Mines de Nantes, Nantes, France",True
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,3.0,2.0,J.-D. Fekete,https://ieeexplore.ieee.org/author/37407972900,"INRIA Futurs/LRI, Université Paris Sud, Orsay, France",True
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,3.0,3.0,P. Castagliola,https://ieeexplore.ieee.org/author/37994865800," IRCCyN, Ecole des Mines de Nantes, Nantes, France",True
1997,10.1109/VISUAL.1997.663875,The contour spectrum,3.0,1.0,C.L. Bajaj,https://ieeexplore.ieee.org/author/37282899200,"Shastra Lab & Center for Image Analysis and Data Visualization Department of Computer Sciences, Purdue University, West Lafayette, IN, USA",False
1997,10.1109/VISUAL.1997.663875,The contour spectrum,3.0,2.0,V. Pascucci,https://ieeexplore.ieee.org/author/37284312600,"Shastra Lab & Center for Image Analysis and Data Visualization Department of Computer Sciences, Purdue University, West Lafayette, IN, USA",False
1997,10.1109/VISUAL.1997.663875,The contour spectrum,3.0,3.0,D.R. Schikore,https://ieeexplore.ieee.org/author/37355637500,"Shastra Lab & Center for Image Analysis and Data Visualization Department of Computer Sciences, Purdue University, West Lafayette, IN, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,1.0,L. Bavoil,https://ieeexplore.ieee.org/author/37565304300,"Scientific Computing and Imaging Institute, University of Utah, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,2.0,S.P. Callahan,https://ieeexplore.ieee.org/author/37426872800,"Scientific Computing and Imaging Institute, University of Utah, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,3.0,P.J. Crossno,https://ieeexplore.ieee.org/author/37282576500,"Sandia National Laboratories, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,4.0,J. Freire,https://ieeexplore.ieee.org/author/37283149600,"School of Computing, University of Utah, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,5.0,C.E. Scheidegger,https://ieeexplore.ieee.org/author/37550809300,"Scientific Computing and Imaging Institute, University of Utah, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,6.0,C.T. Silva,https://ieeexplore.ieee.org/author/37275249200,"Scientific Computing and Imaging Institute, University of Utah, USA",True
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7.0,7.0,H.T. Vo,https://ieeexplore.ieee.org/author/37549893300,"Scientific Computing and Imaging Institute, University of Utah, USA",True
2006,10.1109/TVCG.2006.166,Network Visualization by Semantic Substrates,2.0,1.0,Ben Shneiderman,https://ieeexplore.ieee.org/author/37283016400,"Computer Science Department and the Human-Computer Interaction Laboratory, University of Maryland, College Park, USA",True
2006,10.1109/TVCG.2006.166,Network Visualization by Semantic Substrates,2.0,2.0,Aleks Aris,https://ieeexplore.ieee.org/author/37561646300,"Computer Science Department and the Human-Computer Interaction Laboratory, University of Maryland, College Park, USA",True
2008,10.1109/TVCG.2008.166,Stacked Graphs - Geometry & Aesthetics,2.0,1.0,Lee Byron,https://ieeexplore.ieee.org/author/37868017200,The New York Times,True
2008,10.1109/TVCG.2008.166,Stacked Graphs - Geometry & Aesthetics,2.0,2.0,Martin Wattenberg,https://ieeexplore.ieee.org/author/37550759700,Visual Communication Laboratory at IBM,True
1997,10.1109/VISUAL.1997.663888,Application-controlled demand paging for out-of-core visualization,2.0,1.0,M. Cox,https://ieeexplore.ieee.org/author/37089111581,"Microcomputer Research Laboratories, Intel Corporation, MRJ/NASA Ames Research Center, USA",True
1997,10.1109/VISUAL.1997.663888,Application-controlled demand paging for out-of-core visualization,2.0,2.0,D. Ellsworth,https://ieeexplore.ieee.org/author/37282594500,"MRJ/NASA Ames Research Center, USA",True
1990,10.1109/VISUAL.1990.146375,A problem-oriented classification of visualization techniques,2.0,1.0,S. Wehrend,https://ieeexplore.ieee.org/author/37087255140,"Center for Advanced Decision Support in Water and Environmental, Systems and Department of Computer Science, University of Colorado, Boulder, CO, USA",True
1990,10.1109/VISUAL.1990.146375,A problem-oriented classification of visualization techniques,2.0,2.0,C. Lewis,https://ieeexplore.ieee.org/author/37380191400,"Center for Advanced Decision Support in Water and Environmental, Systems and Department of Computer Science, University of Colorado, Boulder, CO, USA",True
2004,10.1109/INFVIS.2004.64,The InfoVis Toolkit,1.0,1.0,J.-D. Fekete,https://ieeexplore.ieee.org/author/37407972900,"INRIA Futurs/LRI, Université Paris Sud, Orsay, France",True
2007,10.1109/TVCG.2007.70541,Casual Information Visualization: Depictions of Data in Everyday Life,3.0,1.0,Zachary Pousman,https://ieeexplore.ieee.org/author/37945316800,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA",True
2007,10.1109/TVCG.2007.70541,Casual Information Visualization: Depictions of Data in Everyday Life,3.0,2.0,John Stasko,https://ieeexplore.ieee.org/author/37267736900,"School of Interactive Computing and the GVU Center, Georgia Institute of Technology, USA",True
2007,10.1109/TVCG.2007.70541,Casual Information Visualization: Depictions of Data in Everyday Life,3.0,3.0,Michael Mateas,https://ieeexplore.ieee.org/author/37329261300,"University of California, Santa Cruz, USA",True
1994,10.1109/VISUAL.1994.346331,An evaluation of reconstruction filters for volume rendering,2.0,1.0,S.R. Marschner,https://ieeexplore.ieee.org/author/37333371500,"Cornell University, Ithaca, NY, USA",True
1994,10.1109/VISUAL.1994.346331,An evaluation of reconstruction filters for volume rendering,2.0,2.0,R.J. Lobb,https://ieeexplore.ieee.org/author/37659292200,"Department of Computer Science, University of Auckland, Auckland, New Zealand",False
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,1.0,Alan M. MacEachren,https://ieeexplore.ieee.org/author/37374699000,"GeoVISTA Center, Department of Geography, College of Information Sciences and Technology, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,2.0,Anuj Jaiswal,https://ieeexplore.ieee.org/author/37966902300,"GeoVISTA Center, College of Information Sciences and Technology, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,3.0,Anthony C. Robinson,https://ieeexplore.ieee.org/author/37829187900,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,4.0,Scott Pezanowski,https://ieeexplore.ieee.org/author/38233564100,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,5.0,Alexander Savelyev,https://ieeexplore.ieee.org/author/38237834200,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,6.0,Prasenjit Mitra,https://ieeexplore.ieee.org/author/37286730000,"GeoVISTA Center, College of Information Sciences and Technology, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,7.0,Xiao Zhang,https://ieeexplore.ieee.org/author/38239991000,"GeoVISTA Center, Computer Science & Engineering, Pennsylvania State University, USA",True
2011,10.1109/VAST.2011.6102456,SensePlace2: GeoTwitter analytics support for situational awareness,8.0,8.0,Justine Blanford,https://ieeexplore.ieee.org/author/38242393000,"GeoVISTA Center, Department of Geography, Pennsylvania State University, USA",True
2005,10.1109/VISUAL.2005.1532781,The value of visualization,1.0,1.0,J.J. van Wijk,https://ieeexplore.ieee.org/author/37267249200,"Department Mathematics and Computer Science, Technische Universiteit Eindhoven, Netherlands",True
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,1.0,Weiwei Cui,https://ieeexplore.ieee.org/author/37391623900,"Hong Kong University of Science and Technology, Hong Kong, China",False
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,2.0,Shixia Liu,https://ieeexplore.ieee.org/author/37406039100,"Microsoft Research Asia, China",True
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,3.0,Li Tan,https://ieeexplore.ieee.org/author/37597343100,"Microsoft Research Asia, China",True
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,4.0,Conglei Shi,https://ieeexplore.ieee.org/author/38019494400,"Hong Kong University of Science and Technology, Hong Kong, China",True
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,5.0,Yangqiu Song,https://ieeexplore.ieee.org/author/37407140300,"Microsoft Research Asia, China",True
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,6.0,Zekai Gao,https://ieeexplore.ieee.org/author/37088145746,"Zhejiang University, China",False
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,7.0,Huamin Qu,https://ieeexplore.ieee.org/author/37272637300,"Microsoft Research Asia, China",True
2011,10.1109/TVCG.2011.239,TextFlow: Towards Better Understanding of Evolving Topics in Text,8.0,8.0,Xin Tong,https://ieeexplore.ieee.org/author/37394723000,"Hong Kong University of Science and Technology, Hong Kong, China",True
2000,10.1109/VISUAL.2000.885694,Volume illustration: non-photorealistic rendering of volume models,2.0,1.0,D. Ebert,https://ieeexplore.ieee.org/author/37282598900,"Computer Science and Electrical Engineering, University of Maryland Baltimore County, Baltimore, MD, USA",True
2000,10.1109/VISUAL.2000.885694,Volume illustration: non-photorealistic rendering of volume models,2.0,2.0,P. Rheingans,https://ieeexplore.ieee.org/author/37282292000,"Computer Science and Electrical Engineering, University of Maryland Baltimore County, Baltimore, MD, USA",True
1991,10.1109/VISUAL.1991.175794,Interactive data visualization using focusing and linking,4.0,1.0,A. Buja,https://ieeexplore.ieee.org/author/37087340387,"Bellcore, Morristown, NJ, USA",True
1991,10.1109/VISUAL.1991.175794,Interactive data visualization using focusing and linking,4.0,2.0,J.A. McDonald,https://ieeexplore.ieee.org/author/37613372700,"Department of Statistics, University of Washington, Seattle, WA, USA",True
1991,10.1109/VISUAL.1991.175794,Interactive data visualization using focusing and linking,4.0,3.0,J. Michalak,https://ieeexplore.ieee.org/author/37087339612,"Department of Statistics, University of Washington, Seattle, WA, USA",True
1991,10.1109/VISUAL.1991.175794,Interactive data visualization using focusing and linking,4.0,4.0,W. Stuetzle,https://ieeexplore.ieee.org/author/37373699500,"Department of Statistics, University of Washington, Seattle, WA, USA",True
2004,10.1109/INFVIS.2004.15,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,3.0,1.0,Wei Peng,https://ieeexplore.ieee.org/author/37087197789,"Computer Science Department, Worcester Polytechnic Institute, Worcester, MA, USA",True
2004,10.1109/INFVIS.2004.15,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,3.0,2.0,M.O. Ward,https://ieeexplore.ieee.org/author/37268441700,"Computer Science Department, Worcester Polytechnic Institute, Worcester, MA, USA",True
2004,10.1109/INFVIS.2004.15,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,3.0,3.0,E.A. Rundensteiner,https://ieeexplore.ieee.org/author/37279217900,"Computer Science Department, Worcester Polytechnic Institute, Worcester, MA, USA",True
