Year,DOI,Title,Number of Authors,Author Name,Author Position,Author Position Type,OpenAlex Author ID,Author ORCID,Number of Affiliations,First Institution Name,Raw Affiliation String,First Institution ID,First Institution ROR,First Institution Type,First Institution Country Code
1993,10.1109/VISUAL.1993.398856,Bridging the gap between visualization and data management: A simple visualization management system,4,Jonathan Shade,3,middle,https://openalex.org/A2611194202,,1.0,San Diego Supercomputer Center,"San Diego Supercomputer Center, San Diego, CA#TAB#",https://openalex.org/I181653535,https://ror.org/04mg3nk07,facility,US
1993,10.1109/VISUAL.1993.398856,Bridging the gap between visualization and data management: A simple visualization management system,4,Colin Sharp,4,last,https://openalex.org/A2610174197,,1.0,San Diego Supercomputer Center,"San Diego Supercomputer Center, San Diego, CA#TAB#",https://openalex.org/I181653535,https://ror.org/04mg3nk07,facility,US
1993,10.1109/VISUAL.1993.398860,Fine-grain visualization algorithms in dataflow environments,2,Deyang Song,1,first,https://openalex.org/A2670259028,,1.0,University of Illinois Urbana-Champaign,"Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA#TAB#",https://openalex.org/I157725225,https://ror.org/047426m28,education,US
1993,10.1109/VISUAL.1993.398860,Fine-grain visualization algorithms in dataflow environments,2,Eric J. Golin,2,last,https://openalex.org/A2708881481,,1.0,University of Illinois Urbana-Champaign,"Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA#TAB#",https://openalex.org/I157725225,https://ror.org/047426m28,education,US
1993,10.1109/VISUAL.1993.398895,"Towards interactive steering, visualization and animation of unsteady finite element simulations",2,G. David Kerlick,1,first,https://openalex.org/A2322346434,,1.0,"Boeing Computer Services Research and Technology, Bellevue, WA","Boeing Computer Services Research and Technology, Bellevue, WA",,,,
1993,10.1109/VISUAL.1993.398895,"Towards interactive steering, visualization and animation of unsteady finite element simulations",2,Elizabeth Kirby,2,last,https://openalex.org/A2628243958,,1.0,"Boeing Computer Services Research and Technology, Bellevue, WA","Boeing Computer Services Research and Technology, Bellevue, WA",,,,
1993,10.1109/VISUAL.1993.398903,3D simulation of delivery,2,J.-D. Boissonnat,1,first,https://openalex.org/A2974372483,,1.0,"I.N.R.I.A., Sophia-Antipolis, France","I.N.R.I.A., Sophia-Antipolis, France",,,,
1993,10.1109/VISUAL.1993.398903,3D simulation of delivery,2,B. Geiger,2,last,https://openalex.org/A2974001282,,1.0,"I.N.R.I.A., Sophia-Antipolis, France","I.N.R.I.A., Sophia-Antipolis, France",,,,
1994,10.1109/VISUAL.1994.346319,Parallel performance measures for volume ray casting,2,Cláudio T. Silva,1,first,https://openalex.org/A2150576810,https://orcid.org/0000-0003-2452-2295,1.0,Stony Brook University,"Department of Computer Science, State University of New York, Stony Brook, NY, USA",https://openalex.org/I59553526,https://ror.org/05qghxh33,education,US
1994,10.1109/VISUAL.1994.346319,Parallel performance measures for volume ray casting,2,Arie E. Kaufman,2,last,https://openalex.org/A2132849971,https://orcid.org/0000-0002-0796-6196,1.0,Stony Brook University,"Department of Computer Science, State University of New York, Stony Brook, NY, USA",https://openalex.org/I59553526,https://ror.org/05qghxh33,education,US
1994,10.1109/VISUAL.1994.346324,Virtual reality performance for virtual geometry,2,Robert A. Cross,1,first,https://openalex.org/A2571744584,,1.0,Indiana University,"Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA",https://openalex.org/I592451,https://ror.org/01kg8sb98,education,US
1994,10.1109/VISUAL.1994.346324,Virtual reality performance for virtual geometry,2,Andrew J. Hanson,2,last,https://openalex.org/A2134708163,https://orcid.org/0000-0001-6527-6559,1.0,Indiana University,"Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA",https://openalex.org/I592451,https://ror.org/01kg8sb98,education,US
1996,10.1109/VISUAL.1996.568134,Clinical evaluation of interactive volume visualization,6,K.J. Zuiderveld,1,first,https://openalex.org/A3168405741,,1.0,Utrecht University,"Inst. of Med. Image Sci., Univ. Hospital Utrecht, Netherlands",https://openalex.org/I193662353,https://ror.org/04pp8hn57,education,NL
1996,10.1109/VISUAL.1996.568134,Clinical evaluation of interactive volume visualization,6,P.M.A. van Ooijen,2,middle,https://openalex.org/A3163744232,,1.0,Delft University of Technology,"Department of Technical Mathematics and Informatics, Delft University of Technology",https://openalex.org/I98358874,https://ror.org/02e2c7k09,education,NL
1996,10.1109/VISUAL.1996.568134,Clinical evaluation of interactive volume visualization,6,J.W.C. Chin-A-Woeng,3,middle,https://openalex.org/A2638012458,,1.0,Delft University of Technology,"Department of Technical Mathematics and Informatics, Delft University of Technology",https://openalex.org/I98358874,https://ror.org/02e2c7k09,education,NL
1996,10.1109/VISUAL.1996.568134,Clinical evaluation of interactive volume visualization,6,P.C. Buijs,4,middle,https://openalex.org/A2694744665,,1.0,"Institute of Medical Image Sciences, University Hospital Utrecht#TAB#","Institute of Medical Image Sciences, University Hospital Utrecht#TAB#",,,,
1996,10.1109/VISUAL.1996.568134,Clinical evaluation of interactive volume visualization,6,M. Olree,5,middle,https://openalex.org/A2658527444,,1.0,"Institute of Medical Image Sciences, University Hospital Utrecht#TAB#","Institute of Medical Image Sciences, University Hospital Utrecht#TAB#",,,,
1996,10.1109/VISUAL.1996.568134,Clinical evaluation of interactive volume visualization,6,F.H. Posti,6,last,https://openalex.org/A3163093580,,1.0,Delft University of Technology,"Department of Technical Mathematics and Informatics, Delft University of Technology",https://openalex.org/I98358874,https://ror.org/02e2c7k09,education,NL
1997,10.1109/INFVIS.1997.636778,Adaptive information visualization based on the user's multiple viewpoints - interactive 3D visualization of the WWW,2,T. Teraoka,1,first,https://openalex.org/A2974023727,,1.0,Mitsubishi Group,"Adv. Technol. R&D Center, Mitsubishi Electr. Corp., Amagasaki, Japan",https://openalex.org/I1306287861,https://ror.org/0234cd281,company,JP
1997,10.1109/INFVIS.1997.636778,Adaptive information visualization based on the user's multiple viewpoints - interactive 3D visualization of the WWW,2,M. Maruyama,2,last,https://openalex.org/A2973681145,,,,,,,,
1997,10.1109/VISUAL.1997.663914,Brushing techniques for exploring volume datasets,2,Pak Chung Wong,1,first,https://openalex.org/A2163374114,,1.0,University of New Hampshire,"Department of Computer Science, Kingsbury Hall, University of New Hampshire, Durham, New Hampshire",https://openalex.org/I161057412,https://ror.org/01rmh9n78,education,US
1997,10.1109/VISUAL.1997.663914,Brushing techniques for exploring volume datasets,2,R. Daniel Bergeron,2,last,https://openalex.org/A2154410805,,1.0,University of New Hampshire,"Department of Computer Science, Kingsbury Hall, University of New Hampshire, Durham, New Hampshire",https://openalex.org/I161057412,https://ror.org/01rmh9n78,education,US
1998,10.1109/INFVIS.1998.729554,Traversal-based visualization of data structures,2,Jeffrey L. Korn,1,first,https://openalex.org/A2076848410,,1.0,Princeton University,"Dept. of Comput. Sci., Princeton Univ., NJ, USA#TAB#",https://openalex.org/I20089843,https://ror.org/00hx57361,education,US
1998,10.1109/INFVIS.1998.729554,Traversal-based visualization of data structures,2,Andrew W. Appel,2,last,https://openalex.org/A2120329599,https://orcid.org/0000-0001-6009-0325,,,,,,,
1998,10.1109/VISUAL.1998.745318,Wavelets over curvilinear grids,3,Gregory M. Nielson,1,first,https://openalex.org/A2113934472,,1.0,Arizona State University,"[Department of Computer Science & Engineering, Arizona State University, Tempe, AZ, USA]",https://openalex.org/I55732556,https://ror.org/03efmqc40,education,US
1998,10.1109/VISUAL.1998.745318,Wavelets over curvilinear grids,3,Il-Hong Jung,2,middle,https://openalex.org/A2610544254,,1.0,Arizona State University,"Arizona State University, Tempe AZ",https://openalex.org/I55732556,https://ror.org/03efmqc40,education,US
1998,10.1109/VISUAL.1998.745318,Wavelets over curvilinear grids,3,Junwon Sung,3,last,https://openalex.org/A2121299433,,1.0,Arizona State University,"Arizona State University, Tempe AZ",https://openalex.org/I55732556,https://ror.org/03efmqc40,education,US
1998,10.1109/VISUAL.1998.745334,Visual presentation of magnetic resonance images,4,J. E. van der Heyden,1,first,https://openalex.org/A2113009113,,1.0,Simon Fraser University,"School of Computer Science, Simon Fraser University, Burnaby BC, Canada",https://openalex.org/I18014758,https://ror.org/0213rcc28,education,CA
1998,10.1109/VISUAL.1998.745334,Visual presentation of magnetic resonance images,4,M. S. T. Carpendale,2,middle,https://openalex.org/A2083525311,,1.0,Simon Fraser University,"Simon Fraser University, Burnaby , BC, Canada",https://openalex.org/I18014758,https://ror.org/0213rcc28,education,CA
1998,10.1109/VISUAL.1998.745334,Visual presentation of magnetic resonance images,4,Kori Inkpen,3,middle,https://openalex.org/A2271974872,,1.0,Simon Fraser University,"Simon Fraser University, Burnaby , BC, Canada",https://openalex.org/I18014758,https://ror.org/0213rcc28,education,CA
1998,10.1109/VISUAL.1998.745334,Visual presentation of magnetic resonance images,4,M.S. Atkins,4,last,https://openalex.org/A2963776939,,1.0,Simon Fraser University,"Simon Fraser University, Burnaby , BC, Canada",https://openalex.org/I18014758,https://ror.org/0213rcc28,education,CA
1999,10.1109/INFVIS.1999.801856,Domain analysis: a technique to design a user-centered visualization framework,3,O.J. Espinosa,1,first,https://openalex.org/A2572803573,,1.0,Carnegie Mellon University,"Dept. of Civil & Environ. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA#TAB#",https://openalex.org/I74973139,https://ror.org/05x2bcf33,education,US
1999,10.1109/INFVIS.1999.801856,Domain analysis: a technique to design a user-centered visualization framework,3,Chris Hendrickson,2,middle,https://openalex.org/A2095948491,https://orcid.org/0000-0002-9812-3580,1.0,Carnegie Mellon University,Carnegie Mellon University,https://openalex.org/I74973139,https://ror.org/05x2bcf33,education,US
1999,10.1109/INFVIS.1999.801856,Domain analysis: a technique to design a user-centered visualization framework,3,James H. Garrett,3,last,https://openalex.org/A2126584646,https://orcid.org/0000-0001-7814-8521,1.0,Carnegie Mellon University,Carnegie Mellon University,https://openalex.org/I74973139,https://ror.org/05x2bcf33,education,US
2001,10.1109/INFVIS.2001.963282,Graph sketches,3,James Abello,1,first,https://openalex.org/A2143609536,,1.0,AT&T Labs,AT&T labs - Research,https://openalex.org/I1334257032,,,US
2001,10.1109/INFVIS.2001.963282,Graph sketches,3,I. Finocchi,2,middle,https://openalex.org/A2695559939,,,,,,,,
2001,10.1109/INFVIS.2001.963282,Graph sketches,3,Jeffrey L. Korn,3,last,https://openalex.org/A2076848410,,,,,,,,
2001,10.1109/VISUAL.2001.964494,Transport and anisotropic diffusion in time-dependent flow visualization,3,Burkle,1,first,https://openalex.org/A3145318869,,,,,,,,
2001,10.1109/VISUAL.2001.964494,Transport and anisotropic diffusion in time-dependent flow visualization,3,Preusser,2,middle,https://openalex.org/A3144181680,,,,,,,,
2001,10.1109/VISUAL.2001.964494,Transport and anisotropic diffusion in time-dependent flow visualization,3,Rumpf,3,last,https://openalex.org/A3142480449,,,,,,,,
2001,10.1109/VISUAL.2001.964537,Volume Rendering of Fine Details Within Medical Data,3,Feng Dong,1,first,https://openalex.org/A2116214042,,1.0,De Montfort University,"Dept. of Comput. & Inf. Sci., De Montfort Univ., Leicester, UK",https://openalex.org/I66943878,https://ror.org/0312pnr83,education,GB
2001,10.1109/VISUAL.2001.964537,Volume Rendering of Fine Details Within Medical Data,3,G.J. Clapworthy,2,middle,https://openalex.org/A2807452062,,1.0,De Montfort University,"Dept. of Comput. & Inf. Sci., De Montfort Univ., Leicester, UK",https://openalex.org/I66943878,https://ror.org/0312pnr83,education,GB
2001,10.1109/VISUAL.2001.964537,Volume Rendering of Fine Details Within Medical Data,3,Mel Krokos,3,last,https://openalex.org/A1983665251,,1.0,De Montfort University,"Dept. of Comput. & Inf. Sci., De Montfort Univ., Leicester, UK",https://openalex.org/I66943878,https://ror.org/0312pnr83,education,GB
2002,10.1109/VISUAL.2002.1183761,Volumetric shadows using splatting,2,Caixia Zhang,1,first,https://openalex.org/A2110961118,,1.0,The Ohio State University,"Dept of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2002,10.1109/VISUAL.2002.1183761,Volumetric shadows using splatting,2,Roger Crawfis,2,last,https://openalex.org/A50251746,,1.0,The Ohio State University,"Dept of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2003,10.1109/INFVIS.2003.1249013,A virtual workspace for hybrid multidimensional scaling algorithms,2,G. Ross,1,first,https://openalex.org/A2275840515,,1.0,University of Glasgow,"Department of Computer Science, Glasgow University, UK",https://openalex.org/I7882870,https://ror.org/00vtgdb53,education,GB
2003,10.1109/INFVIS.2003.1249013,A virtual workspace for hybrid multidimensional scaling algorithms,2,Matthew Chalmers,2,last,https://openalex.org/A2141153954,,1.0,University of Glasgow,"Department of Computer Science, Glasgow University, UK",https://openalex.org/I7882870,https://ror.org/00vtgdb53,education,GB
2004,10.1109/VISUAL.2004.81,Pixel-exact rendering of spacetime finite element solutions,3,Yuan Zhou,1,first,https://openalex.org/A2104661863,,1.0,University of Illinois Urbana-Champaign,"Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA#TAB#",https://openalex.org/I157725225,https://ror.org/047426m28,education,US
2004,10.1109/VISUAL.2004.81,Pixel-exact rendering of spacetime finite element solutions,3,Michael Garland,2,middle,https://openalex.org/A2182953115,,1.0,University of Illinois Urbana-Champaign,"Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA#TAB#",https://openalex.org/I157725225,https://ror.org/047426m28,education,US
2004,10.1109/VISUAL.2004.81,Pixel-exact rendering of spacetime finite element solutions,3,Robert B. Haber,3,last,https://openalex.org/A2150693445,https://orcid.org/0000-0001-8471-8180,1.0,University of Illinois Urbana-Champaign,***University of Illinois at Urbana-Champaign,https://openalex.org/I157725225,https://ror.org/047426m28,education,US
2004,10.1109/VISUAL.2004.90,Rendering implicit flow volumes,3,Daqing Xue,1,first,https://openalex.org/A2141471209,,1.0,The Ohio State University,"Department of Computer Science and Engineering, Ohio State University, Columbus, OH, USA,",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2004,10.1109/VISUAL.2004.90,Rendering implicit flow volumes,3,Caixia Zhang,2,middle,https://openalex.org/A2110961118,,1.0,The Ohio State University,"Department of Computer Science and Engineering, Ohio State University, Columbus, OH, USA,",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2004,10.1109/VISUAL.2004.90,Rendering implicit flow volumes,3,Roger Crawfis,3,last,https://openalex.org/A50251746,,1.0,The Ohio State University,"Department of Computer Science and Engineering, Ohio State University, Columbus, OH, USA,",https://openalex.org/I52357470,https://ror.org/00rs6vg23,education,US
2005,10.1109/VISUAL.2005.1532770,2D asymmetric tensor analysis,2,Xiaoqiang Zheng,1,first,https://openalex.org/A2147160789,,1.0,"University of California, Santa Cruz","Comput. Sci. Dept., California Univ., Santa Cruz, CA, USA",https://openalex.org/I185103710,https://ror.org/03s65by71,education,US
2005,10.1109/VISUAL.2005.1532770,2D asymmetric tensor analysis,2,Alex Pang,2,last,https://openalex.org/A2015235164,,1.0,"University of California, Santa Cruz","Comput. Sci. Dept., California Univ., Santa Cruz, CA, USA",https://openalex.org/I185103710,https://ror.org/03s65by71,education,US
