Year,DOI,IEEE Title,Title on Google Scholar,Citation Link,Citation Counts on Google Scholar
2005,10.1109/VISUAL.2005.1532856,VolumeShop: an interactive system for direct volume illustration,[BOOK] Volumeshop: An interactive system for direct volume illustration,"https://scholar.google.com/scholar?cites=10366358840416609796&as_sdt=5,50&sciodt=0,50&hl=en",277
2004,10.1109/INFVIS.2004.59,Rethinking Visualization: A High-Level Taxonomy,Rethinking visualization: A high-level taxonomy,"https://scholar.google.com/scholar?cites=244712402358491320&as_sdt=5,50&sciodt=0,50&hl=en",360
1998,10.1109/INFVIS.1998.729560,An operator interaction framework for visualization systems,An operator interaction framework for visualization systems,"https://scholar.google.com/scholar?cites=14793083755065350935&as_sdt=5,50&sciodt=0,50&hl=en",329
1999,10.1109/INFVIS.1999.801854,Does animation help users build mental maps of spatial information?,Does animation help users build mental maps of spatial information?,"https://scholar.google.com/scholar?cites=2858483663990112984&as_sdt=5,50&sciodt=0,50&hl=en",301
1997,10.1109/INFVIS.1997.636786,Nonlinear magnification fields,Nonlinear magnification fields,"https://scholar.google.com/scholar?cites=9063258463596008368&as_sdt=5,50&sciodt=0,50&hl=en",150
2004,10.1109/VISUAL.2004.48,Importance-driven volume rendering,Importance-driven volume rendering,"https://scholar.google.com/scholar?cites=117676164514212835&as_sdt=5,50&sciodt=0,50&hl=en",273
2010,10.1109/TVCG.2010.129,A Visual Backchannel for Large-Scale Events,A visual backchannel for large-scale events,"https://scholar.google.com/scholar?cites=2740073435394522751&as_sdt=5,50&sciodt=0,50&hl=en",259
1996,10.1109/VISUAL.1996.567787,A linear iteration time layout algorithm for visualising high-dimensional data,A linear iteration time layout algorithm for visualising high-dimensional data,"https://scholar.google.com/scholar?cites=7321941159974825194&as_sdt=5,50&sciodt=0,50&hl=en",299
2004,10.1109/INFVIS.2004.12,Building Highly-Coordinated Visualizations in Improvise,Building highly-coordinated visualizations in improvise,"https://scholar.google.com/scholar?cites=17326041900290575439&as_sdt=5,50&sciodt=0,50&hl=en",316
1995,10.1109/VISUAL.1995.480800,Virtual GIS: a real-time 3D geographic information system,Virtual GIS: A real-time 3D geographic information system,"https://scholar.google.com/scholar?cites=1971855685451079214&as_sdt=5,50&sciodt=0,50&hl=en",312
2002,10.1109/VISUAL.2002.1183793,Scalable alignment of large-format multi-projector displays using camera homography trees,Scalable alignment of large-format multi-projector displays using camera homography trees,"https://scholar.google.com/scholar?cites=3113860901099947749&as_sdt=5,50&sciodt=0,50&hl=en",237
2010,10.1109/VAST.2010.5652922,Diamonds in the rough: Social media visual analytics for journalistic inquiry,Diamonds in the rough: Social media visual analytics for journalistic inquiry,"https://scholar.google.com/scholar?cites=9259602549826808824&as_sdt=5,50&sciodt=0,50&hl=en",303
2010,10.1109/TVCG.2010.181,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,Noodles: A tool for visualization of numerical weather model ensemble uncertainty,"https://scholar.google.com/scholar?cites=386329667837830639&as_sdt=5,50&sciodt=0,50&hl=en",290
1996,10.1109/VISUAL.1996.567777,Interactive visualization of 3D-vector fields using illuminated stream lines,Interactive visualization of 3D-vector fields using illuminated stream lines,"https://scholar.google.com/scholar?cites=2652271250593060261&as_sdt=5,50&sciodt=0,50&hl=en",346
2013,10.1109/TVCG.2013.228,Visual Traffic Jam Analysis Based on Trajectory Data,Visual traffic jam analysis based on trajectory data,"https://scholar.google.com/scholar?cites=14799371963669739912&as_sdt=5,50&sciodt=0,50&hl=en",379
2006,10.1109/TVCG.2006.178,Software Design Patterns for Information Visualization,Software design patterns for information visualization,"https://scholar.google.com/scholar?cites=13458944950600957452&as_sdt=5,50&sciodt=0,50&hl=en",283
2009,10.1109/TVCG.2009.108,"“Search, Show Context, Expand on Demand”: Supporting Large Graph Exploration with Degree-of-Interest","“Search, show context, expand on demand”: supporting large graph exploration with degree-of-interest","https://scholar.google.com/scholar?cites=2048165541221165775&as_sdt=5,50&sciodt=0,50&hl=en",274
2006,10.1109/TVCG.2006.170,Outlier-Preserving Focus+Context Visualization in Parallel Coordinates,Outlier-preserving focus+ context visualization in parallel coordinates,"https://scholar.google.com/scholar?cites=11197987774297304345&as_sdt=5,50&sciodt=0,50&hl=en",294
1999,10.1109/VISUAL.1999.809890,A distributed graphics system for large tiled displays,A distributed graphics system for large tiled displays,"https://scholar.google.com/scholar?cites=2049115488613647749&as_sdt=5,50&sciodt=0,50&hl=en",239
2012,10.1109/TVCG.2012.265,Stacking-Based Visualization of Trajectory Attribute Data,Stacking-based visualization of trajectory attribute data,"https://scholar.google.com/scholar?cites=14815070227000795830&as_sdt=5,50&sciodt=0,50&hl=en",347
1999,10.1109/VISUAL.1999.809910,A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,[BOOK] A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,"https://scholar.google.com/scholar?cites=5152952723642392402&as_sdt=5,50&sciodt=0,50&hl=en",278
2005,10.1109/VISUAL.2005.1532795,A contract based system for large data visualization,[BOOK] A contract based system for large data visualization,"https://scholar.google.com/scholar?cites=964700343287069918&as_sdt=5,50&sciodt=0,50&hl=en",289
2007,10.1109/TVCG.2007.70521,VisLink: Revealing Relationships Amongst Visualizations,VisLink: Revealing relationships amongst visualizations,"https://scholar.google.com/scholar?cites=13938792146737255208&as_sdt=5,50&sciodt=0,50&hl=en",271
2009,10.1109/VAST.2009.5332584,Interactive visual clustering of large collections of trajectories,Interactive visual clustering of large collections of trajectories,"https://scholar.google.com/scholar?cites=13241217492158363112&as_sdt=5,50&sciodt=0,50&hl=en",287
1996,10.1109/INFVIS.1996.559210,Visage: a user interface environment for exploring information,Visage: A user interface environment for exploring information,"https://scholar.google.com/scholar?cites=3426652398741672795&as_sdt=5,50&sciodt=0,50&hl=en",210
1999,10.1109/VISUAL.1999.809896,"The ""Parallel Vectors"" operator-a vector field visualization primitive","The"" parallel vectors"" operator-a vector field visualization primitive","https://scholar.google.com/scholar?cites=226314016619379013&as_sdt=5,50&sciodt=0,50&hl=en",267
2000,10.1109/VISUAL.2000.885683,Hardware-accelerated volume and isosurface rendering based on cell-projection,Hardware-accelerated volume and isosurface rendering based on cell-projection,"https://scholar.google.com/scholar?cites=4524882857878006003&as_sdt=5,50&sciodt=0,50&hl=en",236
2004,10.1109/INFVIS.2004.43,Interactive Visualization of Small World Graphs,Interactive visualization of small world graphs,"https://scholar.google.com/scholar?cites=11406198100837831738&as_sdt=5,50&sciodt=0,50&hl=en",249
2003,10.1109/VISUAL.2003.1250400,Using deformations for browsing volumetric data,Using deformations for browsing volumetric data,"https://scholar.google.com/scholar?cites=7816498254804490931&as_sdt=5,50&sciodt=0,50&hl=en",253
2009,10.1109/TVCG.2009.143,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,Flow mapping and multivariate visualization of large spatial interaction data,"https://scholar.google.com/scholar?cites=10275364601228494375&as_sdt=5,50&sciodt=0,50&hl=en",296
2012,10.1109/VAST.2012.6400557,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,"https://scholar.google.com/scholar?cites=16434018957168856684&as_sdt=5,50&sciodt=0,50&hl=en",346
1995,10.1109/INFVIS.1995.528685,The information mural: a technique for displaying and navigating large information spaces,The information mural: A technique for displaying and navigating large information spaces,"https://scholar.google.com/scholar?cites=2925849056855751833&as_sdt=5,50&sciodt=0,50&hl=en",320
2004,10.1109/INFVIS.2004.27,GeoTime information visualization,Geotime information visualization,"https://scholar.google.com/scholar?cites=7242732051631626039&as_sdt=5,50&sciodt=0,50&hl=en",436
2005,10.1109/VISUAL.2005.1532800,Streaming meshes,Streaming meshes,"https://scholar.google.com/scholar?cites=12220738736875027211&as_sdt=5,50&sciodt=0,50&hl=en",251
2008,10.1109/TVCG.2008.175,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,Visgets: Coordinated visualizations for web-based information exploration and discovery,"https://scholar.google.com/scholar?cites=13927855976171496611&as_sdt=5,50&sciodt=0,50&hl=en",252
2015,10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,Voyager: Exploratory analysis via faceted browsing of visualization recommendations,"https://scholar.google.com/scholar?cites=10107920288167290820&as_sdt=5,50&sciodt=0,50&hl=en",444
1991,10.1109/VISUAL.1991.175771,The virtual windtunnel-an environment for the exploration of three-dimensional unsteady flows,The virtual windtunnel,"https://scholar.google.com/scholar?cites=843837538109927584&as_sdt=5,50&sciodt=0,50&hl=en",282
1994,10.1109/VISUAL.1994.346308,Discretized Marching Cubes,Discretized marching cubes,"https://scholar.google.com/scholar?cites=13640099516593262024&as_sdt=5,50&sciodt=0,50&hl=en",314
1996,10.1109/VISUAL.1996.568121,Isosurfacing in span space with utmost efficiency (ISSUE),Isosurfacing in span space with utmost efficiency (ISSUE),"https://scholar.google.com/scholar?cites=4315953083975946240&as_sdt=5,50&sciodt=0,50&hl=en",262
2011,10.1109/TVCG.2011.255,Visualization Rhetoric: Framing Effects in Narrative Visualization,Visualization rhetoric: Framing effects in narrative visualization,"https://scholar.google.com/scholar?cites=8226781009926984211&as_sdt=5,50&sciodt=0,50&hl=en",420
2003,10.1109/VISUAL.2003.1250386,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,"https://scholar.google.com/scholar?cites=11297271348002724758&as_sdt=5,50&sciodt=0,50&hl=en",241
2010,10.1109/TVCG.2010.162,Graphical Perception of Multiple Time Series,Graphical perception of multiple time series,"https://scholar.google.com/scholar?cites=17377471505975449857&as_sdt=5,50&sciodt=0,50&hl=en",309
2013,10.1109/TVCG.2013.179,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,Nanocubes for real-time exploration of spatiotemporal datasets,"https://scholar.google.com/scholar?cites=10934033330581552751&as_sdt=5,50&sciodt=0,50&hl=en",304
2013,10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,Temporal event sequence simplification,"https://scholar.google.com/scholar?cites=15010635633929776364&as_sdt=5,50&sciodt=0,50&hl=en",303
2004,10.1109/VISUAL.2004.96,Simplifying flexible isosurfaces using local geometric measures,Simplifying flexible isosurfaces using local geometric measures,"https://scholar.google.com/scholar?cites=14859015234616223441&as_sdt=5,50&sciodt=0,50&hl=en",275
2011,10.1109/TVCG.2011.229,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,Quality metrics in high-dimensional data visualization: An overview and systematization,"https://scholar.google.com/scholar?cites=13143335544952249921&as_sdt=5,50&sciodt=0,50&hl=en",294
1993,10.1109/VISUAL.1993.398863,InfoCrystal: A visual tool for information retrieval,InfoCrystal: A visual tool for information retrieval,"https://scholar.google.com/scholar?cites=3866643197350673148&as_sdt=5,50&sciodt=0,50&hl=en",164
2002,10.1109/VISUAL.2002.1183778,Interactive visualization of complex plant ecosystems,[BOOK] Interactive visualization of complex plant ecosystems,"https://scholar.google.com/scholar?cites=7189529063853521608&as_sdt=5,50&sciodt=0,50&hl=en",258
2008,10.1109/VAST.2008.4677356,Spatio-temporal aggregation for visual analysis of movements,Spatio-temporal aggregation for visual analysis of movements,"https://scholar.google.com/scholar?cites=14612308166915560859&as_sdt=5,50&sciodt=0,50&hl=en",313
2005,10.1109/VISUAL.2005.1532833,View selection for volume rendering,View selection for volume rendering,"https://scholar.google.com/scholar?cites=4242565811211949744&as_sdt=5,50&sciodt=0,50&hl=en",266
2001,10.1109/VISUAL.2001.964509,Dynamic shadow removal from front projection displays,Dynamic shadow removal from front projection displays,"https://scholar.google.com/scholar?cites=6246233511036441748&as_sdt=5,50&sciodt=0,50&hl=en",83
2003,10.1109/INFVIS.2003.1249028,Thread Arcs: an email thread visualization,Thread arcs: An email thread visualization,"https://scholar.google.com/scholar?cites=760665023553377687&as_sdt=5,50&sciodt=0,50&hl=en",240
1999,10.1109/VISUAL.1999.809905,Visualizing Multivalued Data from 2D Incompressible Flows Using concepts from painting,Visualizing multivalued data from 2D incompressible flows using concepts from painting,"https://scholar.google.com/scholar?cites=16095274160585278977&as_sdt=5,50&sciodt=0,50&hl=en",252
1998,10.1109/VISUAL.1998.745302,TOPIC ISLANDS/sup TM/-a wavelet-based text visualization system,TOPIC ISLANDS/sup TM/-a wavelet-based text visualization system,"https://scholar.google.com/scholar?cites=9525566688354448803&as_sdt=5,50&sciodt=0,50&hl=en",148
2007,10.1109/TVCG.2007.70551,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,Efficient computation and visualization of coherent structures in fluid flow applications,"https://scholar.google.com/scholar?cites=12539773791194479617&as_sdt=5,50&sciodt=0,50&hl=en",230
2008,10.1109/TVCG.2008.162,Size-based Transfer Functions: A New Volume Exploration Technique,Size-based transfer functions: A new volume exploration technique,"https://scholar.google.com/scholar?cites=12298481989526820991&as_sdt=5,50&sciodt=0,50&hl=en",234
2010,10.1109/TVCG.2010.164,How Information Visualization Novices Construct Visualizations,How information visualization novices construct visualizations,"https://scholar.google.com/scholar?cites=15768743044645499449&as_sdt=5,50&sciodt=0,50&hl=en",266
