Conference,Year,Title,DOI,FirstPage,LastPage,PaperType,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Venue Name,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Concepts,Number of Citations,Number of Authors,Cross-type Collaboration,Cross-country Collaboration,With US Authors,Both Cross-type and Cross-country Collaboration,IEEE Title,Citation Counts on Google Scholar,Award,Award Name,Award Track
Vis,1999,Tensorlines: Advection-Diffusion based Propagation through Diffusion Tensor Fields,10.1109/VISUAL.1999.809894,249,253,C,1999,1999-10-24,W2119427423,ieee visualization,249.0,253.0,5.0,12,18,187,3.0,False,False,True,False,Tensorlines: advection-diffusion based propagation through diffusion tensor fields,367,False,,
Vis,1996,The Design and Implementation of an Object-Oriented Toolkit for 3D Graphics and Visualization,10.1109/VISUAL.1996.567752,93,100,C,1996,1996-10-27,W2080605277,ieee visualization,93.0,100.0,8.0,16,11,184,3.0,False,False,True,False,The design and implementation of an object-oriented toolkit for 3D graphics and visualization,394,False,,
Vis,1996,Mesh reduction with error control,10.1109/VISUAL.1996.568124,311,318,C,1996,1996-10-27,W2122969187,ieee visualization,311.0,318.0,8.0,12,10,177,3.0,False,False,False,False,Mesh reduction with error control,342,False,,
VAST,2012,Enterprise Data Analysis and Visualization: An Interview Study,10.1109/TVCG.2012.219,2917,2926,J,2012,2012-12-01,W2044102377,IEEE Transactions on Visualization and Computer Graphics,2917.0,2926.0,10.0,36,10,281,4.0,False,False,True,False,Enterprise Data Analysis and Visualization: An Interview Study,461,True,HM,VAST
Vis,1992,Constructing stream surfaces in steady 3D vector fields,10.1109/VISUAL.1992.235211,171,178,C,1992,1992-10-19,W2171163714,ieee visualization,171.0,178.0,8.0,11,10,182,1.0,False,False,True,False,Constructing stream surfaces in steady 3D vector fields,360,False,,
Vis,1996,Choosing effective colours for data visualization,10.1109/VISUAL.1996.568118,263,270,C,1996,1996-10-27,W2128852435,ieee visualization,263.0,270.0,8.0,22,12,189,1.0,False,False,False,False,Choosing effective colours for data visualization,406,False,,
Vis,2005,Evolutionary morphing,10.1109/VISUAL.2005.1532826,431,438,C,2005,2005-01-01,W2294818775,ieee visualization,,,,11,14,225,10.0,True,False,True,False,Evolutionary morphing,436,False,,
InfoVis,2002,Arc diagrams: visualizing structure in strings,10.1109/INFVIS.2002.1173155,110,116,C,2002,2002-10-28,W2167983404,ieee symposium on information visualization,110.0,116.0,7.0,8,13,203,1.0,False,False,True,False,Arc diagrams: visualizing structure in strings,397,False,,
InfoVis,2001,Ordered treemap layouts,10.1109/INFVIS.2001.963283,73,78,C,2001,2001-10-22,W2170606151,ieee symposium on information visualization,73.0,78.0,6.0,8,9,195,2.0,False,False,True,False,Ordered treemap layouts,354,False,,
InfoVis,1995,IVEE: an Information Visualization and Exploration Environment,10.1109/INFVIS.1995.528688,66,73,C,1995,1995-10-30,W2541915565,ieee symposium on information visualization,66.0,73.0,8.0,27,9,162,2.0,False,False,False,False,IVEE: an Information Visualization and Exploration Environment,291,False,,
VAST,2009,Parallel Tag Clouds to explore and analyze faceted text corpora,10.1109/VAST.2009.5333443,91,98,C,2009,2009-11-13,W2075038621,visual analytics science and technology,91.0,98.0,8.0,24,11,212,3.0,True,True,True,True,Parallel Tag Clouds to explore and analyze faceted text corpora,327,False,,
InfoVis,1997,Multidimensional detective,10.1109/INFVIS.1997.636793,100,107,C,2002,2002-11-23,W2913872186,"Proceedings of VIZ '97: Visualization Conference, Information Visualization Symposium and Parallel Rendering Symposium",,,,7,11,183,1.0,False,False,False,False,Multidimensional detective,390,False,,
Vis,2001,PixelFlex: a reconfigurable multi-projector display system,10.1109/VISUAL.2001.964508,167,554,C,2001,2001-10-21,W2141097020,ieee visualization,167.0,174.0,8.0,23,13,144,5.0,False,False,True,False,PixelFlex: a reconfigurable multi-projector display system,275,False,,
InfoVis,2002,Angular brushing of extended parallel coordinates,10.1109/INFVIS.2002.1173157,127,130,C,2002,2002-10-28,W2142115640,ieee symposium on information visualization,127.0,130.0,4.0,22,10,187,3.0,False,False,False,False,Angular brushing of extended parallel coordinates,350,False,,
Vis,2002,Interactive rendering of large volume data sets,10.1109/VISUAL.2002.1183757,53,60,C,2002,2002-10-27,W2107597566,ieee visualization,53.0,60.0,8.0,39,10,173,4.0,False,False,False,False,Interactive rendering of large volume data sets,332,False,,
Vis,1997,Virtualized reality: constructing time-varying virtual worlds from real world events,10.1109/VISUAL.1997.663893,277,283,C,1997,1997-10-01,W2055722602,ieee visualization,277.0,283.0,7.0,25,11,66,3.0,False,False,True,False,Virtualized reality: constructing time-varying virtual worlds from real world events,140,False,,
Vis,1999,Progressive Compression of Arbitrary Triangular Meshes,10.1109/VIS.1999.10000,67,72,C,1999,1999-10-24,W1992101144,ieee visualization,67.0,72.0,6.0,20,12,151,3.0,False,False,True,False,Progressive Compression of Arbitrary Triangular Meshes,247,False,,
InfoVis,2007,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,10.1109/TVCG.2007.70589,1129,1136,J,2007,2007-11-01,W2105552354,IEEE Transactions on Visualization and Computer Graphics,1129.0,1136.0,8.0,21,10,211,3.0,False,False,True,False,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,322,False,,
Vis,2002,Bounded-distortion piecewise mesh parameterization,10.1109/VISUAL.2002.1183795,355,362,C,2002,2002-10-27,W2154432345,ieee visualization,355.0,362.0,8.0,25,13,162,4.0,False,False,False,False,Bounded-distortion piecewise mesh parameterization,293,False,,
InfoVis,2013,What Makes a Visualization Memorable?,10.1109/TVCG.2013.234,2306,2315,J,2013,2013-12-01,W2054901814,IEEE Transactions on Visualization and Computer Graphics,2306.0,2315.0,10.0,38,15,330,7.0,False,False,True,False,What Makes a Visualization Memorable?,584,False,,
Vis,2002,CPR - curved planar reformation,10.1109/VISUAL.2002.1183754,37,44,C,2002,2002-10-27,W2171750292,ieee visualization,37.0,44.0,8.0,14,12,138,5.0,True,False,False,False,CPR - curved planar reformation,287,False,,
InfoVis,2003,Multiscale Visualization of Small World Networks,10.1109/INFVIS.2003.1249011,75,84,C,2003,2003-10-19,W2104075446,ieee symposium on information visualization,75.0,81.0,7.0,14,12,185,4.0,True,True,False,True,Multiscale visualization of small world networks,309,False,,
InfoVis,2006,Balancing Systematic and Flexible Exploration of Social Networks,10.1109/TVCG.2006.122,693,700,J,2006,2006-09-01,W2152245018,IEEE Transactions on Visualization and Computer Graphics,693.0,700.0,8.0,35,13,176,2.0,False,False,True,False,Balancing Systematic and Flexible Exploration of Social Networks,304,False,,
Vis,2006,Importance-Driven Focus of Attention,10.1109/TVCG.2006.152,933,940,J,2006,2006-09-01,W2154503164,IEEE Transactions on Visualization and Computer Graphics,933.0,940.0,8.0,19,15,157,4.0,False,True,False,False,Importance-Driven Focus of Attention,254,False,,
InfoVis,2007,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,10.1109/TVCG.2007.70570,1176,1183,J,2007,2007-11-01,W2105894416,IEEE Transactions on Visualization and Computer Graphics,1176.0,1183.0,8.0,28,11,183,4.0,False,True,True,False,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,278,False,,
InfoVis,2005,Graph-theoretic scagnostics,10.1109/INFVIS.2005.1532142,157,164,C,2005,2005-10-23,W2096080031,ieee symposium on information visualization,21.0,21.0,1.0,42,2,220,3.0,False,False,True,False,Graph-theoretic scagnostics,366,False,,
Vis,1995,A rule-based tool for assisting colormap selection,10.1109/VISUAL.1995.480803,118,"125, 444",C,1995,1995-10-29,W2132938386,ieee visualization,118.0,125.0,8.0,25,9,173,3.0,False,False,True,False,A rule-based tool for assisting colormap selection,320,False,,
Vis,2005,VolumeShop: an interactive system for direct volume illustration,10.1109/VISUAL.2005.1532856,671,678,C,2005,2005-11-21,W2141364561,ieee visualization,671.0,678.0,8.0,28,13,168,2.0,False,False,False,False,VolumeShop: an interactive system for direct volume illustration,277,False,,
InfoVis,2004,Rethinking Visualization: A High-Level Taxonomy,10.1109/INFVIS.2004.59,151,158,C,2004,2004-10-10,W2105683323,ieee symposium on information visualization,151.0,158.0,8.0,21,13,167,2.0,False,False,False,False,Rethinking Visualization: A High-Level Taxonomy,360,False,,
InfoVis,1998,An operator interaction framework for visualization systems,10.1109/INFVIS.1998.729560,63,70,C,1998,1998-10-19,W1755209849,ieee symposium on information visualization,63.0,70.0,8.0,35,11,171,2.0,False,False,True,False,An operator interaction framework for visualization systems,329,False,,
InfoVis,1999,Does animation help users build mental maps of spatial information?,10.1109/INFVIS.1999.801854,28,35,C,1999,1999-10-24,W2103497666,ieee symposium on information visualization,28.0,35.0,8.0,24,9,176,2.0,False,False,True,False,Does animation help users build mental maps of spatial information?,301,False,,
InfoVis,1997,Nonlinear magnification fields,10.1109/INFVIS.1997.636786,51,58,C,1997,1997-10-18,W2161752583,ieee symposium on information visualization,51.0,58.0,8.0,15,5,63,2.0,False,False,True,False,Nonlinear magnification fields,150,False,,
Vis,2004,Importance-driven volume rendering,10.1109/VISUAL.2004.48,139,145,C,2004,2004-10-10,W2159891107,ieee visualization,139.0,146.0,8.0,36,12,158,3.0,False,False,False,False,Importance-driven volume rendering,273,False,,
InfoVis,2010,A Visual Backchannel for Large-Scale Events,10.1109/TVCG.2010.129,1129,1138,J,2010,2010-11-01,W2109857088,IEEE Transactions on Visualization and Computer Graphics,1129.0,1138.0,10.0,38,15,179,4.0,True,True,True,True,A Visual Backchannel for Large-Scale Events,259,False,,
Vis,1996,A linear iteration time layout algorithm for visualising high-dimensional data,10.1109/VISUAL.1996.567787,127,131,C,1996,1996-10-27,W2145519405,ieee visualization,127.0,131.0,5.0,19,10,156,1.0,False,False,False,False,A linear iteration time layout algorithm for visualising high-dimensional data,299,False,,
InfoVis,2004,Building Highly-Coordinated Visualizations in Improvise,10.1109/INFVIS.2004.12,159,166,C,2004,2004-10-10,W2172175635,ieee symposium on information visualization,159.0,166.0,8.0,23,12,157,1.0,False,False,True,False,Building Highly-Coordinated Visualizations in Improvise,316,False,,
Vis,1995,Virtual GIS: a real-time 3D geographic information system,10.1109/VISUAL.1995.480800,94,"100, 443",C,1995,1995-10-29,W2114077326,ieee visualization,94.0,100.0,7.0,14,15,121,6.0,True,False,True,False,Virtual GIS: a real-time 3D geographic information system,312,False,,
Vis,2002,Scalable alignment of large-format multi-projector displays using camera homography trees,10.1109/VISUAL.2002.1183793,339,346,C,2002,2002-10-27,W2164041330,ieee visualization,339.0,346.0,8.0,11,9,139,4.0,True,False,True,False,Scalable alignment of large-format multi-projector displays using camera homography trees,237,False,,
VAST,2010,Diamonds in the rough: Social media visual analytics for journalistic inquiry,10.1109/VAST.2010.5652922,115,122,C,2010,2010-12-10,W1995613787,visual analytics science and technology,115.0,122.0,8.0,24,9,191,3.0,False,False,True,False,Diamonds in the rough: Social media visual analytics for journalistic inquiry,303,False,,
Vis,2010,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,10.1109/TVCG.2010.181,1421,1430,J,2010,2010-11-01,W2156204145,IEEE Transactions on Visualization and Computer Graphics,1421.0,1430.0,10.0,54,13,202,6.0,False,False,True,False,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,290,False,,
Vis,1996,Interactive visualization of 3D-vector fields using illuminated stream lines,10.1109/VISUAL.1996.567777,107,113,C,1996,1996-10-27,W2136892133,ieee visualization,107.0,113.0,7.0,15,12,146,3.0,False,False,False,False,Interactive visualization of 3D-vector fields using illuminated stream lines,346,True,BP,Vis
VAST,2013,Visual Traffic Jam Analysis Based on Trajectory Data,10.1109/TVCG.2013.228,2159,2168,J,2013,2013-12-01,W1988726303,IEEE Transactions on Visualization and Computer Graphics,2159.0,2168.0,10.0,43,14,224,5.0,False,True,False,False,Visual Traffic Jam Analysis Based on Trajectory Data,379,False,,
InfoVis,2006,Software Design Patterns for Information Visualization,10.1109/TVCG.2006.178,853,860,J,2006,2006-09-01,W2147823926,IEEE Transactions on Visualization and Computer Graphics,853.0,860.0,8.0,27,12,157,2.0,False,False,True,False,Software Design Patterns for Information Visualization,283,False,,
InfoVis,2009,"""Search, Show Context, Expand on Demand"": Supporting Large Graph Exploration with Degree-of-Interest",10.1109/TVCG.2009.108,953,960,J,2009,2009-11-01,W2123322679,IEEE Transactions on Visualization and Computer Graphics,953.0,960.0,8.0,21,11,194,2.0,False,True,True,False,"“Search, Show Context, Expand on Demand”: Supporting Large Graph Exploration with Degree-of-Interest",274,False,,
Vis,2006,Outlier-Preserving Focus+Context Visualization in Parallel Coordinates,10.1109/TVCG.2006.170,893,900,J,2006,2006-09-01,W2129086861,IEEE Transactions on Visualization and Computer Graphics,893.0,900.0,8.0,19,12,175,2.0,True,True,False,True,Outlier-Preserving Focus+Context Visualization in Parallel Coordinates,294,False,,
Vis,1999,A distributed graphics system for large tiled displays,10.1109/VISUAL.1999.809890,215,527,C,1999,1999-10-24,W2049464428,ieee visualization,215.0,223.0,9.0,13,10,129,2.0,False,False,True,False,A distributed graphics system for large tiled displays,239,False,,
InfoVis,2012,Stacking-Based Visualization of Trajectory Attribute Data,10.1109/TVCG.2012.265,2565,2574,J,2012,2012-12-01,W1980799317,IEEE Transactions on Visualization and Computer Graphics,2565.0,2574.0,10.0,34,10,217,4.0,True,False,False,False,Stacking-Based Visualization of Trajectory Attribute Data,347,False,,
Vis,1999,A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,10.1109/VISUAL.1999.809910,371,545,C,1999,1999-10-24,W2027195462,ieee visualization,371.0,377.0,7.0,18,9,151,3.0,True,False,True,False,A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,278,False,,
Vis,2005,A contract based system for large data visualization,10.1109/VISUAL.2005.1532795,191,198,C,2005,2005-11-21,W2120573711,ieee visualization,191.0,198.0,8.0,22,12,163,7.0,True,False,True,False,A contract based system for large data visualization,289,False,,
InfoVis,2007,VisLink: Revealing Relationships Amongst Visualizations,10.1109/TVCG.2007.70521,1192,1199,J,2007,2007-11-01,W2105893525,IEEE Transactions on Visualization and Computer Graphics,1192.0,1199.0,8.0,19,12,170,2.0,False,False,False,False,VisLink: Revealing Relationships Amongst Visualizations,271,False,,
VAST,2009,Interactive visual clustering of large collections of trajectories,10.1109/VAST.2009.5332584,3,10,C,2009,2009-11-13,W2005948381,visual analytics science and technology,3.0,10.0,8.0,26,10,180,6.0,True,True,False,True,Interactive visual clustering of large collections of trajectories,287,False,,
InfoVis,1996,Visage: a user interface environment for exploring information,10.1109/INFVIS.1996.559210,3,"12, 116",C,1996,1996-10-28,W2153587307,ieee symposium on information visualization,3.0,12.0,10.0,12,13,129,8.0,False,False,True,False,Visage: a user interface environment for exploring information,210,False,,
Vis,1999,"The ""Parallel Vectors"" operator-a vector field visualization primitive",10.1109/VISUAL.1999.809896,263,532,C,1999,1999-01-01,W3141390699,ieee visualization,263.0,532.0,270.0,12,6,85,2.0,False,False,False,False,"The ""Parallel Vectors"" operator-a vector field visualization primitive",267,False,,
Vis,2000,Hardware-accelerated volume and isosurface rendering based on cell-projection,10.1109/VISUAL.2000.885683,109,116,C,2000,2000-10-01,W2156988816,ieee visualization,109.0,116.0,8.0,42,16,137,3.0,False,False,False,False,Hardware-accelerated volume and isosurface rendering based on cell-projection,236,False,,
